timestamp,total_consumption_mw,total_consumption_kwh,industrial_consumption_mw,residential_consumption_mw,per_capita_kwh,temperature_factor,humidity_factor,rainfall_factor,aqi_factor,weather_factor,time_factor,month,hour,day_of_week,is_weekend,season,is_holiday
2021-06-10 17:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,1.902,1.0,1.0,1.0,1.902,1.035,6,17,3,False,summer,False
2021-06-10 18:00:00,3432.33,3432334.63,2231.02,1201.32,403804.074,1.162,1.0,1.0,1.0,1.162,1.092,6,18,3,False,summer,False
2021-06-10 19:00:00,3782.87,3782874.71,2458.87,1324.01,445044.083,1.18,1.0,1.01,1.0,1.192,1.265,6,19,3,False,summer,False
2021-06-10 20:00:00,3498.96,3498958.71,2274.32,1224.64,411642.201,1.045,1.0,1.0,1.0,1.045,1.322,6,20,3,False,summer,False
2021-06-10 21:00:00,3305.11,3305114.03,2148.32,1156.79,388836.945,1.0,1.0,1.002,1.0,1.002,1.265,6,21,3,False,summer,False
2021-06-10 22:00:00,2648.39,2648388.56,1721.45,926.94,311575.124,1.027,1.0,1.0,1.0,1.027,0.977,6,22,3,False,summer,False
2021-06-10 23:00:00,2211.15,2211152.12,1437.25,773.9,260135.544,1.09,1.0,1.0,1.0,1.09,0.805,6,23,3,False,summer,False
2021-06-11 00:00:00,1553.69,1553685.72,1009.9,543.79,182786.555,1.0,1.0,1.013,1.0,1.013,0.632,6,0,4,False,summer,False
2021-06-11 01:00:00,1803.2,1803203.58,1172.08,631.12,212141.597,1.243,1.0,1.0,1.0,1.243,0.575,6,1,4,False,summer,False
2021-06-11 02:00:00,1475.97,1475973.95,959.38,516.59,173643.994,1.0,1.0,1.0,1.0,1.0,0.552,6,2,4,False,summer,False
2021-06-11 03:00:00,1373.73,1373728.97,892.92,480.81,161615.173,1.0,1.0,1.0,1.0,1.0,0.552,6,3,4,False,summer,False
2021-06-11 04:00:00,1758.64,1758637.66,1143.11,615.52,206898.548,1.09,1.0,1.0,1.0,1.09,0.598,6,4,4,False,summer,False
2021-06-11 05:00:00,1957.44,1957443.92,1272.34,685.11,230287.519,1.09,1.0,1.0,1.0,1.09,0.69,6,5,4,False,summer,False
2021-06-11 06:00:00,2485.42,2485424.89,1615.53,869.9,292402.928,1.153,1.0,1.0,1.0,1.153,0.805,6,6,4,False,summer,False
2021-06-11 07:00:00,3907.08,3907079.58,2539.6,1367.48,459656.421,1.585,1.0,1.0,1.02,1.617,0.92,6,7,4,False,summer,False
2021-06-11 08:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.375,1.0,1.0,1.0,2.375,0.977,6,8,4,False,summer,False
2021-06-11 09:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,1.902,1.0,1.0,1.0,1.902,1.035,6,9,4,False,summer,False
2021-06-11 10:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.243,1.0,1.0,1.0,2.243,1.092,6,10,4,False,summer,False
2021-06-11 11:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.452,1.0,1.0,1.0,2.452,1.208,6,11,4,False,summer,False
2021-06-11 12:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.188,1.0,1.0,1.0,2.188,1.265,6,12,4,False,summer,False
2021-06-11 13:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.474,1.0,1.0,1.0,2.474,1.208,6,13,4,False,summer,False
2021-06-11 14:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.177,1.0,1.0,1.0,2.177,1.092,6,14,4,False,summer,False
2021-06-11 15:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.342,1.0,1.0,1.0,2.342,1.035,6,15,4,False,summer,False
2021-06-11 16:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.012,1.0,1.0,1.0,2.012,0.977,6,16,4,False,summer,False
2021-06-11 17:00:00,3742.76,3742763.01,2432.8,1309.97,440325.06,1.468,1.0,1.01,1.017,1.509,1.035,6,17,4,False,summer,False
2021-06-11 18:00:00,4212.7,4212702.25,2738.26,1474.45,495612.029,1.54,1.0,1.002,1.015,1.566,1.092,6,18,4,False,summer,False
2021-06-11 19:00:00,4183.9,4183899.21,2719.53,1464.36,492223.436,1.342,1.0,1.001,1.0,1.343,1.265,6,19,4,False,summer,False
2021-06-11 20:00:00,3988.36,3988355.72,2592.43,1395.92,469218.32,1.108,1.0,1.0,1.0,1.108,1.322,6,20,4,False,summer,False
2021-06-11 21:00:00,3117.21,3117212.16,2026.19,1091.02,366730.842,1.0,1.0,1.0,1.0,1.0,1.265,6,21,4,False,summer,False
2021-06-11 22:00:00,2455.29,2455291.16,1595.94,859.35,288857.783,1.0,1.0,1.0,1.0,1.0,0.977,6,22,4,False,summer,False
2021-06-11 23:00:00,2785.03,2785033.69,1810.27,974.76,327651.022,1.441,1.0,1.012,1.0,1.458,0.805,6,23,4,False,summer,False
2021-06-12 00:00:00,1903.46,1903458.42,1237.25,666.21,223936.284,1.0,1.0,1.0,1.0,1.0,0.632,6,0,5,True,summer,False
2021-06-12 01:00:00,1760.0,1759998.53,1144.0,616.0,207058.65,1.0,1.0,1.002,1.0,1.002,0.575,6,1,5,True,summer,False
2021-06-12 02:00:00,1717.69,1717694.47,1116.5,601.19,202081.703,1.0,1.0,1.0,1.0,1.0,0.552,6,2,5,True,summer,False
2021-06-12 03:00:00,1615.07,1615071.26,1049.8,565.27,190008.384,1.0,1.0,1.0,1.0,1.0,0.552,6,3,5,True,summer,False
2021-06-12 04:00:00,1701.32,1701322.67,1105.86,595.46,200155.608,1.0,1.0,1.0,1.0,1.0,0.598,6,4,5,True,summer,False
2021-06-12 05:00:00,2407.47,2407465.2,1564.85,842.61,283231.2,1.117,1.0,1.0,1.0,1.117,0.69,6,5,5,True,summer,False
2021-06-12 06:00:00,3461.57,3461573.22,2250.02,1211.55,407243.908,1.432,1.0,1.0,1.0,1.432,0.805,6,6,5,True,summer,False
2021-06-12 07:00:00,3903.99,3903988.09,2537.59,1366.4,459292.716,1.459,1.0,1.0,1.029,1.501,0.92,6,7,5,True,summer,False
2021-06-12 08:00:00,2919.78,2919783.59,1897.86,1021.92,343503.951,1.621,1.0,1.0,1.0,1.621,0.977,6,8,5,True,summer,False
2021-06-12 09:00:00,4643.34,4643342.98,3018.17,1625.17,546275.644,2.254,1.0,1.004,1.0,2.262,1.035,6,9,5,True,summer,False
2021-06-12 10:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.474,1.0,1.0,1.0,2.474,1.092,6,10,5,True,summer,False
2021-06-12 11:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.342,1.0,1.0,1.0,2.342,1.208,6,11,5,True,summer,False
2021-06-12 12:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.232,1.0,1.0,1.0,2.232,1.265,6,12,5,True,summer,False
2021-06-12 13:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.43,1.0,1.0,1.0,2.43,1.208,6,13,5,True,summer,False
2021-06-12 14:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.364,1.0,1.0,1.0,2.364,1.092,6,14,5,True,summer,False
2021-06-12 15:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.474,1.0,1.0,1.0,2.474,1.035,6,15,5,True,summer,False
2021-06-12 16:00:00,3609.34,3609344.11,2346.07,1263.27,424628.718,1.99,1.0,1.0,1.0,1.99,0.977,6,16,5,True,summer,False
2021-06-12 17:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,1.814,1.0,1.0,1.001,1.816,1.035,6,17,5,True,summer,False
2021-06-12 18:00:00,3731.78,3731776.07,2425.65,1306.12,439032.479,1.162,1.0,1.0,1.0,1.162,1.092,6,18,5,True,summer,False
2021-06-12 19:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,1.432,1.0,1.0,1.0,1.432,1.265,6,19,5,True,summer,False
2021-06-12 20:00:00,4666.29,4666293.18,3033.09,1633.2,548975.668,1.153,1.0,1.002,1.0,1.156,1.322,6,20,5,True,summer,False
2021-06-12 21:00:00,3817.29,3817287.27,2481.24,1336.05,449092.62,1.0,1.0,1.0,1.0,1.0,1.265,6,21,5,True,summer,False
2021-06-12 22:00:00,3027.72,3027725.0,1968.02,1059.7,356202.941,1.0,1.0,1.0,1.0,1.0,0.977,6,22,5,True,summer,False
2021-06-12 23:00:00,2510.56,2510555.98,1631.86,878.69,295359.528,1.0,1.0,1.0,1.0,1.0,0.805,6,23,5,True,summer,False
2021-06-13 00:00:00,2048.74,2048741.89,1331.68,717.06,241028.458,1.09,1.0,1.004,1.0,1.095,0.632,6,0,6,True,summer,False
2021-06-13 01:00:00,1793.45,1793453.4,1165.74,627.71,210994.518,1.0,1.004,1.0,1.0,1.004,0.575,6,1,6,True,summer,False
2021-06-13 02:00:00,1645.11,1645111.26,1069.32,575.79,193542.501,1.0,1.0,1.0,1.0,1.0,0.552,6,2,6,True,summer,False
2021-06-13 03:00:00,1608.07,1608065.09,1045.24,562.82,189184.128,1.0,1.0,1.0,1.0,1.0,0.552,6,3,6,True,summer,False
2021-06-13 04:00:00,2226.45,2226451.55,1447.19,779.26,261935.476,1.27,1.0,1.0,1.0,1.27,0.598,6,4,6,True,summer,False
2021-06-13 05:00:00,2598.88,2598878.49,1689.27,909.61,305750.411,1.315,1.0,1.0,1.003,1.319,0.69,6,5,6,True,summer,False
2021-06-13 06:00:00,3732.47,3732469.05,2426.1,1306.36,439114.006,1.54,1.0,1.011,1.0,1.557,0.805,6,6,6,True,summer,False
2021-06-13 07:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,1.825,1.0,1.0,1.0,1.825,0.92,6,7,6,True,summer,False
2021-06-13 08:00:00,3096.69,3096685.58,2012.85,1083.84,364315.951,1.836,1.0,1.0,1.013,1.86,0.977,6,8,6,True,summer,False
2021-06-13 09:00:00,4283.23,4283229.61,2784.1,1499.13,503909.366,1.979,1.0,1.0,1.003,1.985,1.035,6,9,6,True,summer,False
2021-06-13 10:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.331,1.0,1.0,1.0,2.331,1.092,6,10,6,True,summer,False
2021-06-13 11:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.485,1.0,1.01,1.0,2.509,1.208,6,11,6,True,summer,False
2021-06-13 12:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.232,1.0,1.0,1.0,2.232,1.265,6,12,6,True,summer,False
2021-06-13 13:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.287,1.0,1.02,1.0,2.334,1.208,6,13,6,True,summer,False
2021-06-13 14:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.43,1.0,1.012,1.0,2.459,1.092,6,14,6,True,summer,False
2021-06-13 15:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.54,1.0,1.01,1.0,2.567,1.035,6,15,6,True,summer,False
2021-06-13 16:00:00,3486.28,3486280.12,2266.08,1220.2,410150.603,1.957,1.0,1.0,1.0,1.957,0.977,6,16,6,True,summer,False
2021-06-13 17:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,1.792,1.0,1.006,1.0,1.802,1.035,6,17,6,True,summer,False
2021-06-13 18:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,1.459,1.0,1.0,1.0,1.459,1.092,6,18,6,True,summer,False
2021-06-13 19:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,1.234,1.0,1.0,1.0,1.234,1.265,6,19,6,True,summer,False
2021-06-13 20:00:00,3907.11,3907105.52,2539.62,1367.49,459659.473,1.0,1.0,1.0,1.0,1.0,1.322,6,20,6,True,summer,False
2021-06-13 21:00:00,3816.51,3816505.96,2480.73,1335.78,449000.701,1.0,1.0,1.0,1.0,1.0,1.265,6,21,6,True,summer,False
2021-06-13 22:00:00,2629.42,2629417.42,1709.12,920.3,309343.225,1.0,1.0,1.0,1.0,1.0,0.977,6,22,6,True,summer,False
2021-06-13 23:00:00,2248.59,2248585.24,1461.58,787.0,264539.439,1.0,1.0,1.0,1.0,1.0,0.805,6,23,6,True,summer,False
2021-06-14 00:00:00,1585.87,1585865.36,1030.81,555.05,186572.396,1.0,1.0,1.0,1.0,1.0,0.632,6,0,0,False,summer,False
2021-06-14 01:00:00,1814.55,1814552.03,1179.46,635.09,213476.709,1.171,1.0,1.018,1.0,1.192,0.575,6,1,0,False,summer,False
2021-06-14 02:00:00,1452.09,1452089.01,943.86,508.23,170834.001,1.0,1.0,1.0,1.0,1.0,0.552,6,2,0,False,summer,False
2021-06-14 03:00:00,1466.28,1466281.97,953.08,513.2,172503.761,1.0,1.0,1.0,1.0,1.0,0.552,6,3,0,False,summer,False
2021-06-14 04:00:00,1629.93,1629926.58,1059.45,570.47,191756.069,1.036,1.0,1.0,1.0,1.037,0.598,6,4,0,False,summer,False
2021-06-14 05:00:00,2316.13,2316129.0,1505.48,810.65,272485.764,1.288,1.0,1.01,1.0,1.302,0.69,6,5,0,False,summer,False
2021-06-14 06:00:00,3915.51,3915509.17,2545.08,1370.43,460648.138,1.858,1.0,1.0,1.0,1.858,0.805,6,6,0,False,summer,False
2021-06-14 07:00:00,3596.6,3596599.8,2337.79,1258.81,423129.389,1.594,1.0,1.0,1.0,1.594,0.92,6,7,0,False,summer,False
2021-06-14 08:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.54,1.0,1.0,1.0,2.54,0.977,6,8,0,False,summer,False
2021-06-14 09:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.155,1.0,1.0,1.0,2.155,1.035,6,9,0,False,summer,False
2021-06-14 10:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.232,1.0,1.0,1.0,2.232,1.092,6,10,0,False,summer,False
2021-06-14 11:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.54,1.0,1.004,1.0,2.549,1.208,6,11,0,False,summer,False
2021-06-14 12:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.496,1.0,1.0,1.0,2.496,1.265,6,12,0,False,summer,False
2021-06-14 13:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.342,1.0,1.008,1.0,2.362,1.208,6,13,0,False,summer,False
2021-06-14 14:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.441,1.0,1.012,1.0,2.469,1.092,6,14,0,False,summer,False
2021-06-14 15:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,1.935,1.0,1.01,1.0,1.953,1.035,6,15,0,False,summer,False
2021-06-14 16:00:00,4690.2,4690201.09,3048.63,1641.57,551788.364,1.781,1.0,1.0,1.0,1.781,0.977,6,16,0,False,summer,False
2021-06-14 17:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,1.924,1.0,1.0,1.0,1.924,1.035,6,17,0,False,summer,False
2021-06-14 18:00:00,3622.04,3622037.5,2354.32,1267.71,426122.059,1.288,1.0,1.003,1.0,1.292,1.092,6,18,0,False,summer,False
2021-06-14 19:00:00,4610.52,4610520.39,2996.84,1613.68,542414.163,1.423,1.0,1.0,1.0,1.423,1.265,6,19,0,False,summer,False
2021-06-14 20:00:00,3651.57,3651568.69,2373.52,1278.05,429596.317,1.0,1.0,1.04,1.0,1.04,1.322,6,20,0,False,summer,False
2021-06-14 21:00:00,3259.11,3259108.18,2118.42,1140.69,383424.492,1.0,1.0,1.0,1.0,1.0,1.265,6,21,0,False,summer,False
2021-06-14 22:00:00,2491.09,2491088.77,1619.21,871.88,293069.267,1.0,1.0,1.0,1.0,1.0,0.977,6,22,0,False,summer,False
2021-06-14 23:00:00,2023.94,2023944.89,1315.56,708.38,238111.163,1.0,1.0,1.0,1.0,1.0,0.805,6,23,0,False,summer,False
2021-06-15 00:00:00,1678.34,1678337.98,1090.92,587.42,197451.528,1.0,1.0,1.0,1.0,1.0,0.632,6,0,1,False,summer,False
2021-06-15 01:00:00,1444.63,1444634.72,939.01,505.62,169957.026,1.0,1.0,1.0,1.0,1.0,0.575,6,1,1,False,summer,False
2021-06-15 02:00:00,1438.88,1438882.04,935.27,503.61,169280.241,1.0,1.0,1.0,1.0,1.0,0.552,6,2,1,False,summer,False
2021-06-15 03:00:00,2106.48,2106482.27,1369.21,737.27,247821.443,1.576,1.0,1.0,1.0,1.576,0.552,6,3,1,False,summer,False
2021-06-15 04:00:00,1767.25,1767246.85,1148.71,618.54,207911.394,1.072,1.0,1.0,1.0,1.072,0.598,6,4,1,False,summer,False
2021-06-15 05:00:00,2315.54,2315537.46,1505.1,810.44,272416.172,1.351,1.0,1.015,1.0,1.371,0.69,6,5,1,False,summer,False
2021-06-15 06:00:00,3157.17,3157166.32,2052.16,1105.01,371431.332,1.531,1.0,1.002,1.0,1.533,0.805,6,6,1,False,summer,False
2021-06-15 07:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.342,1.0,1.0,1.0,2.342,0.92,6,7,1,False,summer,False
2021-06-15 08:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,1.99,1.0,1.0,1.011,2.012,0.977,6,8,1,False,summer,False
2021-06-15 09:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.199,1.0,1.0,1.0,2.199,1.035,6,9,1,False,summer,False
2021-06-15 10:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.54,1.0,1.0,1.0,2.54,1.092,6,10,1,False,summer,False
2021-06-15 11:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.54,1.0,1.0,1.0,2.54,1.208,6,11,1,False,summer,False
2021-06-15 12:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.54,1.0,1.0,1.0,2.54,1.265,6,12,1,False,summer,False
2021-06-15 13:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.32,1.0,1.0,1.0,2.32,1.208,6,13,1,False,summer,False
2021-06-15 14:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.54,1.0,1.0,1.0,2.54,1.092,6,14,1,False,summer,False
2021-06-15 15:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.012,1.0,1.0,1.0,2.012,1.035,6,15,1,False,summer,False
2021-06-15 16:00:00,4660.12,4660121.67,3029.08,1631.04,548249.609,2.001,1.0,1.02,1.0,2.041,0.977,6,16,1,False,summer,False
2021-06-15 17:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.023,1.0,1.026,1.0,2.077,1.035,6,17,1,False,summer,False
2021-06-15 18:00:00,3888.95,3888954.74,2527.82,1361.13,457524.087,1.468,1.0,1.0,1.0,1.468,1.092,6,18,1,False,summer,False
2021-06-15 19:00:00,3773.82,3773818.2,2452.98,1320.84,443978.611,1.279,1.0,1.0,1.0,1.279,1.265,6,19,1,False,summer,False
2021-06-15 20:00:00,4420.53,4420527.73,2873.34,1547.18,520062.086,1.378,1.0,1.0,1.0,1.378,1.322,6,20,1,False,summer,False
2021-06-15 21:00:00,3619.5,3619497.45,2352.67,1266.82,425823.23,1.099,1.0,1.002,1.0,1.101,1.265,6,21,1,False,summer,False
2021-06-15 22:00:00,2355.44,2355435.08,1531.03,824.4,277110.009,1.0,1.0,1.0,1.0,1.0,0.977,6,22,1,False,summer,False
2021-06-15 23:00:00,2013.2,2013195.94,1308.58,704.62,236846.581,1.0,1.0,1.004,1.0,1.004,0.805,6,23,1,False,summer,False
2021-06-16 00:00:00,1645.99,1645988.13,1069.89,576.1,193645.663,1.0,1.0,1.0,1.0,1.0,0.632,6,0,2,False,summer,False
2021-06-16 01:00:00,1913.14,1913136.43,1243.54,669.6,225074.875,1.279,1.0,1.0,1.0,1.279,0.575,6,1,2,False,summer,False
2021-06-16 02:00:00,1405.85,1405850.75,913.8,492.05,165394.206,1.0,1.0,1.0,1.0,1.0,0.552,6,2,2,False,summer,False
2021-06-16 03:00:00,2140.32,2140316.01,1391.21,749.11,251801.883,1.486,1.0,1.0,1.0,1.486,0.552,6,3,2,False,summer,False
2021-06-16 04:00:00,1712.6,1712595.53,1113.19,599.41,201481.827,1.108,1.0,1.0,1.0,1.108,0.598,6,4,2,False,summer,False
2021-06-16 05:00:00,2452.47,2452473.76,1594.11,858.37,288526.325,1.333,1.0,1.002,1.0,1.335,0.69,6,5,2,False,summer,False
2021-06-16 06:00:00,2783.87,2783872.85,1809.52,974.36,327514.453,1.45,1.0,1.0,1.0,1.45,0.805,6,6,2,False,summer,False
2021-06-16 07:00:00,4678.65,4678654.66,3041.13,1637.53,550429.96,2.001,1.0,1.004,1.018,2.045,0.92,6,7,2,False,summer,False
2021-06-16 08:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.276,1.0,1.006,1.026,2.348,0.977,6,8,2,False,summer,False
2021-06-16 09:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.232,1.0,1.014,1.0,2.262,1.035,6,9,2,False,summer,False
2021-06-16 10:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.375,1.0,1.0,1.0,2.375,1.092,6,10,2,False,summer,False
2021-06-16 11:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.342,1.0,1.0,1.0,2.342,1.208,6,11,2,False,summer,False
2021-06-16 12:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.463,1.0,1.0,1.0,2.463,1.265,6,12,2,False,summer,False
2021-06-16 13:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.54,1.0,1.012,1.0,2.572,1.208,6,13,2,False,summer,False
2021-06-16 14:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.386,1.0,1.012,1.0,2.416,1.092,6,14,2,False,summer,False
2021-06-16 15:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.364,1.0,1.008,1.0,2.382,1.035,6,15,2,False,summer,False
2021-06-16 16:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.045,1.0,1.0,1.0,2.045,0.977,6,16,2,False,summer,False
2021-06-16 17:00:00,4119.67,4119671.01,2677.79,1441.88,484667.178,1.522,1.0,1.02,1.0,1.552,1.035,6,17,2,False,summer,False
2021-06-16 18:00:00,3713.76,3713761.54,2413.95,1299.82,436913.123,1.351,1.0,1.0,1.0,1.351,1.092,6,18,2,False,summer,False
2021-06-16 19:00:00,3986.34,3986336.92,2591.12,1395.22,468980.814,1.198,1.0,1.0,1.0,1.198,1.265,6,19,2,False,summer,False
2021-06-16 20:00:00,3224.97,3224970.82,2096.23,1128.74,379408.332,1.0,1.0,1.0,1.0,1.0,1.322,6,20,2,False,summer,False
2021-06-16 21:00:00,3468.34,3468343.55,2254.42,1213.92,408040.417,1.072,1.0,1.0,1.0,1.072,1.265,6,21,2,False,summer,False
2021-06-16 22:00:00,2479.28,2479277.6,1611.53,867.75,291679.718,1.0,1.0,1.0,1.0,1.0,0.977,6,22,2,False,summer,False
2021-06-16 23:00:00,2061.22,2061221.73,1339.79,721.43,242496.674,1.0,1.0,1.0,1.0,1.0,0.805,6,23,2,False,summer,False
2021-06-17 00:00:00,1591.6,1591596.69,1034.54,557.06,187246.669,1.0,1.0,1.0,1.0,1.0,0.632,6,0,3,False,summer,False
2021-06-17 01:00:00,1475.61,1475612.36,959.15,516.46,173601.454,1.0,1.0,1.0,1.0,1.0,0.575,6,1,3,False,summer,False
2021-06-17 02:00:00,1466.56,1466563.96,953.27,513.3,172536.936,1.0,1.0,1.0,1.0,1.0,0.552,6,2,3,False,summer,False
2021-06-17 03:00:00,1331.1,1331102.93,865.22,465.89,156600.345,1.0,1.0,1.0,1.0,1.0,0.552,6,3,3,False,summer,False
2021-06-17 04:00:00,1577.58,1577582.67,1025.43,552.15,185597.961,1.153,1.0,1.0,1.0,1.153,0.598,6,4,3,False,summer,False
2021-06-17 05:00:00,2073.72,2073716.36,1347.92,725.8,243966.631,1.18,1.0,1.0,1.0,1.18,0.69,6,5,3,False,summer,False
2021-06-17 06:00:00,3230.94,3230940.57,2100.11,1130.83,380110.655,1.558,1.0,1.0,1.0,1.558,0.805,6,6,3,False,summer,False
2021-06-17 07:00:00,3739.52,3739515.08,2430.68,1308.83,439942.951,1.576,1.0,1.0,1.0,1.576,0.92,6,7,3,False,summer,False
2021-06-17 08:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.232,1.0,1.0,1.0,2.232,0.977,6,8,3,False,summer,False
2021-06-17 09:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.188,1.0,1.0,1.0,2.188,1.035,6,9,3,False,summer,False
2021-06-17 10:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.122,1.0,1.0,1.0,2.122,1.092,6,10,3,False,summer,False
2021-06-17 11:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.397,1.0,1.0,1.0,2.397,1.208,6,11,3,False,summer,False
2021-06-17 12:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.375,1.0,1.0,1.0,2.375,1.265,6,12,3,False,summer,False
2021-06-17 13:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.254,1.0,1.0,1.0,2.254,1.208,6,13,3,False,summer,False
2021-06-17 14:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.056,1.0,1.01,1.0,2.076,1.092,6,14,3,False,summer,False
2021-06-17 15:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.353,1.0,1.0,1.0,2.353,1.035,6,15,3,False,summer,False
2021-06-17 16:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,2.177,1.0,1.0,1.0,2.177,0.977,6,16,3,False,summer,False
2021-06-17 17:00:00,4672.28,4672276.55,3036.98,1635.3,549679.594,1.825,1.0,1.0,1.024,1.869,1.035,6,17,3,False,summer,False
2021-06-17 18:00:00,4694.4,4694400.0,3051.36,1643.04,552282.353,1.781,1.0,1.01,1.0,1.798,1.092,6,18,3,False,summer,False
2021-06-17 19:00:00,4256.57,4256569.82,2766.77,1489.8,500772.919,1.315,1.0,1.0,1.0,1.315,1.265,6,19,3,False,summer,False
2021-06-17 20:00:00,3486.14,3486141.0,2265.99,1220.15,410134.235,1.0,1.0,1.029,1.0,1.029,1.322,6,20,3,False,summer,False
2021-06-17 21:00:00,3246.61,3246611.87,2110.3,1136.31,381954.337,1.0,1.0,1.012,1.0,1.012,1.265,6,21,3,False,summer,False
2021-06-17 22:00:00,2561.6,2561596.1,1665.04,896.56,301364.247,1.0,1.0,1.0,1.0,1.0,0.977,6,22,3,False,summer,False
2021-06-17 23:00:00,1901.69,1901694.61,1236.1,665.59,223728.778,1.0,1.0,1.0,1.0,1.0,0.805,6,23,3,False,summer,False
2021-06-18 00:00:00,1636.79,1636790.8,1063.91,572.88,192563.624,1.0,1.0,1.0,1.0,1.0,0.632,6,0,4,False,summer,False
2021-06-18 01:00:00,1431.19,1431191.75,930.27,500.92,168375.5,1.0,1.0,1.0,1.0,1.0,0.575,6,1,4,False,summer,False
2021-06-18 02:00:00,1406.94,1406935.42,914.51,492.43,165521.814,1.0,1.0,1.0,1.0,1.0,0.552,6,2,4,False,summer,False
2021-06-18 03:00:00,1496.19,1496187.72,972.52,523.67,176022.085,1.081,1.0,1.0,1.0,1.081,0.552,6,3,4,False,summer,False
2021-06-18 04:00:00,1549.44,1549435.62,1007.13,542.3,182286.543,1.054,1.0,1.0,1.0,1.054,0.598,6,4,4,False,summer,False
2021-06-18 05:00:00,2148.33,2148325.9,1396.41,751.91,252744.224,1.198,1.0,1.008,1.0,1.208,0.69,6,5,4,False,summer,False
2021-06-18 06:00:00,2885.08,2885084.15,1875.3,1009.78,339421.664,1.459,1.0,1.002,1.0,1.463,0.805,6,6,4,False,summer,False
2021-06-18 07:00:00,4490.81,4490811.38,2919.03,1571.78,528330.751,1.935,1.0,1.002,1.0,1.94,0.92,6,7,4,False,summer,False
